C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
1.0,-0.16666666666666666,0.21951219512195122,0.34911242603550297,0.5857988165680473,0.5870967741935483,0.7092651757188498,0.8258575197889182,0.8840579710144928,NaN
0.3333333333333333,0.5,0.045454545454545456,0.2926829268292683,0.5869565217391305,0.5921052631578947,0.6923076923076923,0.8486486486486486,0.8611111111111112,NaN
0.6,1.0,0.16279069767441862,0.3128834355828221,0.34104046242774566,0.4591194968553459,0.6613418530351438,0.8129117259552042,0.9714285714285714,NaN
0.3333333333333333,0.6666666666666666,0.20930232558139536,0.2670807453416149,0.5172413793103449,0.5266272189349113,0.705229793977813,0.8355795148247979,0.9436619718309859,NaN
0.5,0.3333333333333333,0.16279069767441862,0.30177514792899407,0.4642857142857143,0.5449101796407185,0.6850393700787402,0.79702300405954,0.8055555555555556,NaN
0.0,0.42857142857142855,0.30612244897959184,0.4025974025974026,0.6132596685082873,0.5,0.6832298136645962,0.8162162162162162,0.8873239436619719,NaN
0.14285714285714285,NaN,0.6363636363636364,0.2962962962962963,0.5168539325842697,0.6050955414012739,0.6896,0.7933774834437086,0.9722222222222222,NaN
1.0,-0.6666666666666666,-0.06666666666666667,0.32098765432098764,0.5056179775280899,0.6097560975609756,0.7142857142857143,0.8045515394912985,0.9178082191780822,NaN
0.0,-0.2,-0.02040816326530612,0.24675324675324675,0.5212765957446809,0.5405405405405406,0.7012195121951219,0.8041379310344827,0.9178082191780822,NaN
-1.0,0.6,0.11627906976744186,0.34523809523809523,0.514792899408284,0.4968553459119497,0.653125,0.8333333333333334,0.8285714285714286,NaN
-0.5,0.3333333333333333,0.3488372093023256,0.37349397590361444,0.5333333333333333,0.6815286624203821,0.6888168557536467,0.8102766798418972,0.8873239436619719,NaN
-0.3333333333333333,0.0,0.14285714285714285,0.3048780487804878,0.5116279069767442,0.5357142857142857,0.7015873015873015,0.8203753351206434,0.9130434782608695,NaN
1.0,0.5,0.2857142857142857,0.3902439024390244,0.46368715083798884,0.6341463414634146,0.6988543371522095,0.8131578947368421,0.8591549295774648,NaN
0.0,0.2,0.13636363636363635,0.43209876543209874,0.5,0.6578947368421053,0.6698113207547169,0.8047493403693932,0.9384615384615385,NaN
0.3333333333333333,0.0,0.3023255813953488,0.3411764705882353,0.4606741573033708,0.6578947368421053,0.6587677725118484,0.8210947930574098,0.8823529411764706,NaN
-1.0,0.14285714285714285,-0.06666666666666667,0.22784810126582278,0.5409836065573771,0.6623376623376623,0.6426332288401254,0.835357624831309,0.9178082191780822,NaN
0.6,0.0,0.2857142857142857,0.5061728395061729,0.44086021505376344,0.5416666666666666,0.6736,0.7952755905511811,0.9428571428571428,NaN
0.25,NaN,0.2765957446808511,0.18562874251497005,0.4909090909090909,0.6687116564417178,0.7022653721682848,0.8089005235602095,0.8823529411764706,NaN
0.0,0.3333333333333333,0.2608695652173913,0.4491017964071856,0.550561797752809,0.4861111111111111,0.6825396825396826,0.7631578947368421,1.0,NaN
-1.0,0.2,0.20930232558139536,0.3532934131736527,0.3872832369942196,0.5947712418300654,0.7074721780604134,0.7777777777777778,0.8611111111111112,NaN
0.5,0.5,0.23809523809523808,0.37888198757763975,0.5319148936170213,0.6,0.6881028938906752,0.8210526315789474,0.8260869565217391,NaN
-1.0,0.6,0.08695652173913043,0.3,0.4514285714285714,0.7070063694267515,0.6932907348242812,0.8047493403693932,0.9154929577464789,NaN
-1.0,-0.2,0.28888888888888886,0.35403726708074534,0.4594594594594595,0.5324675324675324,0.7331240188383046,0.8102981029810298,0.9452054794520548,NaN
-1.0,0.3333333333333333,0.16279069767441862,0.3950617283950617,0.5567567567567567,0.4675324675324675,0.6593059936908517,0.7786774628879892,0.8055555555555556,NaN
-1.0,0.5555555555555556,0.24444444444444444,0.3625,0.4777777777777778,0.5294117647058824,0.6457326892109501,0.8129117259552042,0.7777777777777778,NaN
1.0,0.0,0.30434782608695654,0.46835443037974683,0.6612021857923497,0.7090909090909091,0.707395498392283,0.7906040268456376,0.8904109589041096,NaN
0.3333333333333333,0.5,0.23076923076923078,0.42857142857142855,0.4972067039106145,0.5220125786163522,0.6692913385826772,0.8150134048257373,0.9428571428571428,NaN
-1.0,0.0,0.07317073170731707,0.275,0.5497382198952879,0.7105263157894737,0.7059773828756059,0.8467635402906208,0.8591549295774648,NaN
-1.0,0.2,0.2608695652173913,0.34177215189873417,0.45161290322580644,0.5403726708074534,0.7115384615384616,0.8104138851802403,0.8840579710144928,NaN
1.0,0.0,0.21052631578947367,0.47560975609756095,0.5351351351351351,0.5333333333333333,0.6977491961414791,0.7962962962962963,0.9452054794520548,NaN
