C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
685.2294858829432,638.1316954840688,603.113936497425,577.5267317963636,574.3933835733546,540.1167562392646,545.821878898431,511.47452685025047,477.9460938141225,421.0229961894562
678.8689211380712,661.0248751484451,603.4952646266217,596.97303377538,566.0590277986847,539.0706982070762,545.4015011277564,510.5189239180051,459.68444068844144,419.8396371870461
675.8426954087374,660.2734025614716,608.24873926052,575.3241667847034,557.7188940392906,541.4526082759888,517.2168538473487,500.5564399311436,500.9256938512311,490.70988724479935
708.9110522273775,643.3921692605744,607.2850953099905,582.0200968472974,566.719136826078,526.1708971130647,558.0486048361472,494.20974374216013,474.0708979817515,422.1188514305525
658.6056089492214,638.5808331365239,621.1400956704525,591.6117644102532,555.4969258450834,554.213716600223,532.4827528041545,541.2965226795554,449.07280304098106,424.2599419523401
742.7213382236463,665.2950223669986,601.5638437147535,576.610283954451,558.8424347429238,532.2016538799107,535.0418156875145,513.9811167158307,494.37739378386493,483.2162291061841
620.7809227105299,653.1651922359019,623.7947766887951,570.3810984789222,565.1898295408768,547.4302790080916,531.296193342761,544.0869827736732,468.06692067024454,432.9351349629429
694.6753565955414,645.8894991959335,616.7711911992545,586.3637547199662,571.2119072260034,536.1381367216588,552.7003513300882,514.7572280768989,481.6697159294786,463.31863323187525
813.873710857307,641.8881325540377,604.953972210757,579.4690712793741,552.3657843369522,545.7618669733127,512.7077431309557,521.2966815905264,511.0366319599105,469.7677533340655
689.3701924998744,657.4476867727835,617.7716639516354,597.1093203226058,565.2896910831776,550.454495856999,538.5303790208064,480.7489247308265,496.82417397588296,414.1617769793618
721.3511629272705,656.2390274159027,617.7065844220804,585.0144341879482,548.4194583446574,549.3119069875333,517.5032533533505,501.04248347747506,511.1128279599987,413.9571800200249
715.7442625687038,661.7935804165729,600.5180698951692,594.0667215707501,542.3934157064377,548.1380263508028,538.1829225811011,507.9982901424385,448.80874429364997,461.2417878983309
624.1987396498951,652.1025977291683,621.9175220991215,585.8833779871212,559.5666501626731,520.9225882455854,530.0109840196648,516.9615285073987,456.3573312635437,455.8465927712879
639.7847355070987,657.0575592448575,612.5541506584062,559.8930537956473,555.6522319191514,519.5149239996803,570.5770381799524,534.175596360939,474.9056433027492,425.86893801243554
676.0796353721839,643.2437133011088,625.6104912515,574.4668040101544,555.4987351202174,547.4079907809668,556.5934068242881,485.8726159847462,497.0559442057831,414.78466351554715
743.5642841696233,652.6553440332565,614.7468747659478,579.6048337302578,562.9270079014283,549.2256540486824,547.7952181032881,511.94139231458416,475.5294657042761,406.5460506273434
702.8387913956349,663.2595236333193,610.9368095931172,570.2585386715806,564.8404106856359,554.8580514904977,511.12240330996167,534.1405165894247,475.1307375406207,464.85758303235855
764.250218126555,658.7729466144851,606.5445285310487,587.9508601841578,560.5686814842901,543.4836842063789,517.5442019064837,526.4624168102345,482.6498183015261,422.79628559155503
694.7023848728118,658.3553250763568,620.0053278350479,574.7956752139697,565.8597491852347,544.7254019269498,521.4335017785401,522.1431974204285,496.3462361235879,470.8407464810962
705.5057363067222,652.6957796155838,608.8112903092849,587.1154695275001,563.0368570303614,543.7402041182586,521.0735112093915,539.6559932087159,499.97548332805684,433.41685234982236
649.2880648914381,638.655413399357,605.4977556207403,588.7392810276043,548.0404808614898,518.8392870863107,519.7918782979663,499.0569873318616,489.71027041152774,490.0669634716477
738.3908470211102,674.2261190082622,611.0030185654358,581.3901197344387,566.0437381251331,544.5759247218327,530.0646519063957,495.9566629091417,504.2861359802644,440.2080660187459
675.5349467192939,651.9431443254898,612.9637240564278,584.0431715131116,546.5593153667653,556.6704826550855,519.9061810631443,515.7807305804795,469.4016110816508,453.7197442870883
646.5701788126556,666.9407008450304,598.6033355691701,581.4583704671135,561.9493442741388,536.0548611642115,501.85337139928583,520.8417101762934,512.3649211323324,435.77060130848884
