C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
0.25,0.32270916334661354,0.6221837088388215,0.8064516129032258,0.8232931726907631,0.9439252336448598,0.9245283018867925,1.0,1.0,1.0
-0.058823529411764705,0.3401639344262295,0.6203389830508474,0.7777777777777778,0.819672131147541,0.9245283018867925,0.9555555555555556,1.0,1.0,1.0
0.17647058823529413,0.35655737704918034,0.6472602739726028,0.7564102564102564,0.849802371541502,0.8363636363636363,0.9583333333333334,0.92,1.0,1.0
0.29411764705882354,0.46963562753036436,0.6300174520069808,0.7484276729559748,0.8461538461538461,0.926605504587156,0.9230769230769231,0.9166666666666666,1.0,1.0
-0.047619047619047616,0.34930139720558884,0.6695652173913044,0.7672413793103449,0.8467741935483871,0.8878504672897196,0.9245283018867925,1.0,1.0,1.0
0.375,0.4796747967479675,0.7015437392795884,0.7006237006237006,0.854251012145749,0.8666666666666667,0.9523809523809523,1.0,1.0,1.0
0.2222222222222222,0.34285714285714286,0.6509598603839442,0.7875,0.7983870967741935,0.908256880733945,0.875,1.0,1.0,1.0
-0.375,0.4065040650406504,0.6503496503496503,0.7478991596638656,0.857707509881423,0.9074074074074074,0.9215686274509803,0.9230769230769231,1.0,1.0
-0.058823529411764705,0.3932135728542914,0.6625659050966608,0.7463617463617463,0.8087649402390438,0.8787878787878788,1.0,1.0,1.0,1.0
0.2,0.4378818737270876,0.6345177664974619,0.7494600431965442,0.8714859437751004,0.883495145631068,0.8775510204081632,1.0,1.0,1.0
0.29411764705882354,0.3134920634920635,0.6267605633802817,0.7669491525423728,0.8333333333333334,0.9038461538461539,0.92,0.9230769230769231,1.0,1.0
0.15789473684210525,0.34393638170974156,0.6258992805755396,0.7883817427385892,0.8714859437751004,0.9652173913043478,0.9555555555555556,1.0,1.0,1.0
0.25,0.37074148296593185,0.65625,0.7310924369747899,0.8467741935483871,0.9423076923076923,0.875,0.9230769230769231,1.0,1.0
0.17647058823529413,0.38613861386138615,0.6429809358752167,0.7739872068230277,0.8083333333333333,0.926605504587156,0.9259259259259259,0.9130434782608695,1.0,1.0
-0.1,0.4268292682926829,0.6126760563380281,0.7796610169491526,0.8549618320610687,0.883495145631068,0.92,1.0,1.0,1.0
0.1111111111111111,0.3667334669338677,0.6724738675958188,0.7565217391304347,0.9391634980988594,0.9019607843137255,0.92,1.0,1.0,1.0
0.4117647058823529,0.3795918367346939,0.6237288135593221,0.7452229299363057,0.8861788617886179,0.8679245283018868,0.9166666666666666,1.0,1.0,1.0
