C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
886.3441608350522,NaN,942.5956168884024,818.2686559973226,828.3623899326201,795.2012835154209,761.6353809410552,754.9942142453166,733.7101162564201,704.798058235703
788.8072835703192,NaN,940.215766871414,874.1648428729064,851.311338811386,774.6839775805572,749.1370376004347,751.0276443486492,728.6078118840803,680.4853361098803
1055.9438119692659,NaN,952.0326144436582,859.6687691852502,841.8974140480457,782.5015267487701,749.1870547551363,752.7928323364749,736.280791954739,710.920478066359
787.595756046598,NaN,947.8399631973936,879.3800374475259,819.2801814188576,785.7228830460455,760.8593051185655,740.1592567107509,715.0559874964234,738.3392482771139
814.040837491713,NaN,995.9683698830939,854.3488307138898,827.4344118881518,789.8212183644246,755.6014308477664,734.6645920701245,751.1177673726421,756.8960316816917
724.9995741480709,NaN,976.4132237925124,868.4298930760856,801.919546484459,780.9089605078274,758.8877534682063,744.5701338502812,732.7266351832689,754.5497174591736
897.0499454876966,NaN,1002.6997435917515,885.798152257943,828.9724163016326,788.9119378131678,761.2678818253697,750.1270013852202,733.9295595580421,786.5571063215966
760.5356846475366,NaN,969.7188606399071,868.997053337638,823.3477548132538,786.5025079092553,764.2328324192779,746.646268440265,737.6356012835965,766.5832412646809
721.6282052111186,NaN,1006.3842540072079,864.6963260866773,828.0915146010725,777.0825844750475,755.2965601958015,740.9513433604653,739.5042224394791,729.8880765711028
713.7368984329541,NaN,972.4197201074933,862.8755369170159,821.5485744979068,787.6820807571187,767.102816360037,747.7623115818461,732.1387393690263,771.6237735666072
1061.3083694625354,NaN,988.4389195826691,806.1474052779464,832.1491188535132,788.6540077109604,752.0049183449888,750.1337335823077,732.6041790209496,749.6616843241513
1001.2072860397135,NaN,991.1261721987385,870.4068111310006,814.5590246149858,776.0586276845107,757.4939520237464,735.5693778719593,732.0751499920075,721.0779167827557
896.0174365106269,NaN,1062.4050965128638,805.2956694901727,810.9508345153705,791.0592520096579,763.4486021019329,744.4142128304526,709.4939979825124,698.5775687220198
