Name,Run,Session,Trial,AngleValue,Rt1,Resp1,Cursor,Acc,PreviousTrialR,PreviousTrialCoh,Resp2,PreviousTrialConf
2,1,3,107,-0.8,0.313134,1,1,1.0,1.0,-1.6,2,9
2,1,3,108,-0.2,0.669204,1,3,1.0,1.0,-0.8,9,2
2,1,3,109,0.2,0.422046,1,6,-1.0,1.0,-0.2,9,9
2,1,3,110,-0.8,0.29755,1,4,1.0,-1.0,0.2,9,9
2,2,3,1,0.8,0.628589,0,1,1.0,0.0,-100.0,9,-100
2,2,3,2,-0.8,0.489887,1,9,1.0,1.0,0.8,9,9
2,2,3,3,-1.6,0.403903,1,9,1.0,1.0,-0.8,9,9
2,2,3,4,0.2,0.534659,1,3,-1.0,1.0,-1.6,9,9
2,2,3,5,0.8,0.432196,1,1,-1.0,-1.0,0.2,3,9
2,2,3,6,-0.2,0.442352,1,2,1.0,-1.0,0.8,9,3
2,2,3,7,0.2,0.660637,1,2,-1.0,1.0,-0.2,5,9
2,2,3,8,-0.2,0.464566,1,8,1.0,-1.0,0.2,9,5
2,2,3,9,0.8,0.395376,1,7,-1.0,1.0,-0.2,1,9
2,2,3,10,-0.2,0.506824,1,8,1.0,-1.0,0.8,9,1
2,2,3,11,0.8,0.312415,1,4,-1.0,1.0,-0.2,2,9
2,2,3,12,0.2,0.56174,1,8,-1.0,-1.0,0.8,9,2
2,2,3,13,1.6,0.343326,1,4,-1.0,-1.0,0.2,2,9
2,2,3,14,-0.8,0.531895,1,1,1.0,-1.0,1.6,9,2
2,2,3,15,0.2,0.554698,1,2,-1.0,1.0,-0.8,9,9
2,2,3,16,-1.6,0.508912,1,8,1.0,-1.0,0.2,9,9
2,2,3,17,0.2,0.547756,1,8,-1.0,1.0,-1.6,4,9
2,2,3,18,1.6,0.576084,0,3,1.0,-1.0,0.2,9,4
2,2,3,19,-1.6,0.477987,1,5,1.0,1.0,1.6,9,9
2,2,3,20,-0.2,0.658838,0,3,-1.0,1.0,-1.6,8,9
2,2,3,21,0.8,0.651601,0,2,1.0,-1.0,-0.2,9,8
2,2,3,22,1.6,0.61637,0,3,1.0,1.0,0.8,9,9
2,2,3,23,0.2,0.453986,0,9,1.0,1.0,1.6,8,9
2,2,3,24,1.6,0.555432,0,4,1.0,1.0,0.2,9,8
2,2,3,25,-0.2,0.428293,1,4,1.0,1.0,1.6,9,9
2,2,3,26,-0.8,0.381588,1,3,1.0,1.0,-0.2,9,9
2,2,3,27,-0.2,0.360419,1,2,1.0,1.0,-0.8,9,9
2,2,3,28,-0.8,0.365999,1,5,1.0,1.0,-0.2,9,9
2,2,3,29,-0.8,0.506614,1,7,1.0,1.0,-0.8,9,9
2,2,3,30,-0.8,0.415395,1,9,1.0,1.0,-0.8,9,9
2,2,3,31,0.8,0.47066,1,2,-1.0,1.0,-0.8,5,9
2,2,3,32,0.2,0.445605,1,8,-1.0,-1.0,0.8,9,5
2,2,3,33,1.6,0.57851,0,2,1.0,-1.0,0.2,9,9
2,2,3,34,0.8,0.665317,0,7,1.0,1.0,1.6,9,9
2,2,3,35,0.2,0.695738,1,6,-1.0,1.0,0.8,9,9
2,2,3,36,-0.2,0.413429,1,9,1.0,-1.0,0.2,4,9
2,2,3,37,-0.8,0.460987,1,8,1.0,1.0,-0.2,9,4
2,2,3,38,0.8,0.844538,0,4,1.0,1.0,-0.8,3,9
2,2,3,39,-1.6,0.562602,1,6,1.0,1.0,0.8,9,3
2,2,3,40,-0.8,0.423392,1,5,1.0,1.0,-1.6,9,9
2,2,3,41,0.8,0.582902,1,4,-1.0,1.0,-0.8,9,9
2,2,3,42,-0.2,0.428995,1,3,1.0,-1.0,0.8,9,9
2,2,3,44,-0.2,0.347265,1,4,1.0,0.0,100.0,9,9
2,2,3,45,0.8,0.431331,0,9,1.0,1.0,-0.2,9,9
2,2,3,46,-0.2,0.502251,1,6,1.0,1.0,0.8,9,9
2,2,3,47,0.8,0.640198,0,3,1.0,1.0,-0.2,9,9
2,2,3,48,1.6,0.557029,0,9,1.0,1.0,0.8,9,9
2,2,3,49,-1.6,0.364517,1,2,1.0,1.0,1.6,9,9
2,2,3,50,-0.2,0.329214,1,6,1.0,1.0,-1.6,9,9
2,2,3,51,-1.6,0.39535,1,2,1.0,1.0,-0.2,9,9
2,2,3,52,0.8,0.30686,1,5,-1.0,1.0,-1.6,1,9
2,2,3,53,1.6,0.720241,1,4,-1.0,-1.0,0.8,1,1
2,2,3,54,-1.6,0.430431,1,7,1.0,-1.0,1.6,9,1
2,2,3,55,0.2,0.427116,1,1,-1.0,1.0,-1.6,9,9
2,2,3,56,0.2,0.605548,1,7,-1.0,-1.0,0.2,9,9
2,2,3,57,0.2,0.463614,1,9,-1.0,-1.0,0.2,9,9
2,2,3,58,-0.2,0.490242,0,3,-1.0,-1.0,0.2,3,9
2,2,3,59,0.2,0.433699,1,1,-1.0,-1.0,-0.2,9,3
2,2,3,60,-0.8,0.374381,1,9,1.0,-1.0,0.2,9,9
2,2,3,61,0.2,0.654544,0,3,1.0,1.0,-0.8,9,9
2,2,3,62,0.8,0.385262,1,5,-1.0,1.0,0.2,1,9
2,2,3,63,-0.2,0.463571,1,7,1.0,-1.0,0.8,9,1
2,2,3,64,-0.8,0.413708,1,2,1.0,1.0,-0.2,9,9
2,2,3,65,-0.2,0.509235,1,7,1.0,1.0,-0.8,5,9
2,2,3,66,0.2,0.569426,0,4,1.0,1.0,-0.2,6,5
2,2,3,67,-0.2,0.675977,1,1,1.0,1.0,0.2,9,6
2,2,3,68,0.8,0.62887,0,6,1.0,1.0,-0.2,9,9
2,2,3,69,-0.8,0.47044,1,9,1.0,1.0,0.8,9,9
2,2,3,70,-0.8,0.441716,1,9,1.0,1.0,-0.8,9,9
2,2,3,71,1.6,0.381828,1,9,-1.0,1.0,-0.8,1,9
2,2,3,72,0.2,0.468112,1,9,-1.0,-1.0,1.6,9,1
2,2,3,73,0.8,0.622237,0,7,1.0,-1.0,0.2,9,9
2,2,3,74,0.8,0.589055,0,5,1.0,1.0,0.8,9,9
2,2,3,75,-1.6,0.402385,1,5,1.0,1.0,0.8,9,9
2,2,3,76,-0.2,0.414573,1,8,1.0,1.0,-1.6,9,9
2,2,3,77,0.8,0.542139,0,7,1.0,1.0,-0.2,9,9
2,2,3,78,-0.8,0.463961,1,4,1.0,1.0,0.8,9,9
2,2,3,79,0.2,0.768131,1,5,-1.0,1.0,-0.8,7,9
2,2,3,80,-0.8,0.514291,1,5,1.0,-1.0,0.2,9,7
2,2,3,81,1.6,0.558417,0,2,1.0,1.0,-0.8,9,9
2,2,3,82,0.8,0.648097,0,5,1.0,1.0,1.6,9,9
2,2,3,83,-0.2,0.419878,1,4,1.0,1.0,0.8,9,9
2,2,3,84,-0.2,0.448074,1,2,1.0,1.0,-0.2,9,9
2,2,3,85,1.6,0.494365,0,9,1.0,1.0,-0.2,9,9
2,2,3,86,-1.6,0.501666,1,7,1.0,1.0,1.6,9,9
2,2,3,87,-0.2,0.633253,0,7,-1.0,1.0,-1.6,9,9
2,2,3,88,0.2,0.89389,0,9,1.0,-1.0,-0.2,9,9
2,2,3,89,0.2,0.598732,0,9,1.0,1.0,0.2,7,9
2,2,3,90,-1.6,0.536783,1,3,1.0,1.0,0.2,9,7
2,2,3,91,-0.8,0.52489,1,3,1.0,1.0,-1.6,9,9
2,2,3,92,0.2,0.751099,0,2,1.0,1.0,-0.8,9,9
2,2,3,93,-0.8,0.353724,1,2,1.0,1.0,0.2,7,9
2,2,3,94,-0.8,0.52788,1,6,1.0,1.0,-0.8,9,7
2,2,3,95,-1.6,0.50867,1,4,1.0,1.0,-0.8,9,9
2,2,3,96,-0.8,0.400628,1,9,1.0,1.0,-1.6,9,9
2,2,3,97,0.2,0.686844,0,4,1.0,1.0,-0.8,6,9
2,2,3,98,1.6,0.515729,0,6,1.0,1.0,0.2,9,6
2,2,3,99,0.8,0.630406,0,7,1.0,1.0,1.6,7,9
2,2,3,100,-0.8,0.445842,1,3,1.0,1.0,0.8,9,7
2,2,3,101,-1.6,0.357323,1,8,1.0,1.0,-0.8,9,9
2,2,3,102,0.2,0.460767,1,7,-1.0,1.0,-1.6,1,9
2,2,3,104,0.2,0.437621,1,9,-1.0,0.0,100.0,9,3
2,2,3,105,-0.2,0.433785,1,5,1.0,-1.0,0.2,9,9
2,2,3,106,-0.2,0.403833,1,6,1.0,1.0,-0.2,4,9
2,2,3,107,1.6,0.547598,0,7,1.0,1.0,-0.2,9,4
2,2,3,108,-0.2,0.493488,1,5,1.0,1.0,1.6,9,9
2,2,3,109,0.8,0.519662,0,1,1.0,1.0,-0.2,9,9
2,2,3,110,-0.8,0.567045,1,5,1.0,1.0,0.8,9,9
2,3,3,1,0.2,0.641392,1,9,-1.0,0.0,-100.0,9,-100
2,3,3,2,-0.2,0.442617,1,2,1.0,-1.0,0.2,9,9
2,3,3,3,0.8,0.444856,1,4,-1.0,1.0,-0.2,9,9
2,3,3,4,-0.8,0.42511,1,1,1.0,-1.0,0.8,9,9
2,3,3,5,-0.8,0.43441,1,6,1.0,1.0,-0.8,9,9
2,3,3,6,0.8,0.407141,1,8,-1.0,1.0,-0.8,9,9
2,3,3,7,-0.8,0.300541,1,4,1.0,-1.0,0.8,9,9
2,3,3,8,-0.8,0.413303,1,6,1.0,1.0,-0.8,9,9
2,3,3,9,-0.2,0.489862,1,9,1.0,1.0,-0.8,9,9
2,3,3,10,-0.2,0.549628,1,1,1.0,1.0,-0.2,9,9
2,3,3,11,-1.6,0.397588,1,8,1.0,1.0,-0.2,9,9
2,3,3,12,-0.8,0.393818,1,4,1.0,1.0,-1.6,9,9
2,3,3,13,0.8,0.604582,1,5,-1.0,1.0,-0.8,9,9
2,3,3,14,1.6,0.58415,0,9,1.0,-1.0,0.8,9,9
2,3,3,15,-0.2,0.498878,0,3,-1.0,1.0,1.6,3,9
2,3,3,16,0.8,0.512181,1,8,-1.0,-1.0,-0.2,9,3
2,3,3,17,1.6,0.642317,1,1,-1.0,-1.0,0.8,1,9
2,3,3,18,0.2,0.449052,1,3,-1.0,-1.0,1.6,9,1
2,3,3,19,-0.2,0.427932,1,1,1.0,-1.0,0.2,9,9
2,3,3,20,0.2,0.364491,1,1,-1.0,1.0,-0.2,9,9
2,3,3,21,0.2,0.472181,1,7,-1.0,-1.0,0.2,9,9
2,3,3,22,-0.8,0.338406,1,9,1.0,-1.0,0.2,9,9
2,3,3,23,0.2,0.381695,1,6,-1.0,1.0,-0.8,9,9
2,3,3,24,-0.8,0.34586,1,5,1.0,-1.0,0.2,9,9
2,3,3,25,-0.2,0.303633,1,8,1.0,1.0,-0.8,9,9
2,3,3,26,0.2,0.389338,1,3,-1.0,1.0,-0.2,9,9
2,3,3,27,0.8,0.569878,1,8,-1.0,-1.0,0.2,9,9
2,3,3,28,0.8,0.380088,1,3,-1.0,-1.0,0.8,9,9
2,3,3,29,0.2,0.320075,1,3,-1.0,-1.0,0.8,9,9
2,3,3,30,0.8,0.384885,1,1,-1.0,-1.0,0.2,1,9
2,3,3,31,1.6,0.478417,1,3,-1.0,-1.0,0.8,1,1
2,3,3,32,0.2,0.584519,1,1,-1.0,-1.0,1.6,9,1
2,3,3,33,-0.2,0.329162,1,4,1.0,-1.0,0.2,9,9
2,3,3,34,1.6,0.326689,1,7,-1.0,1.0,-0.2,3,9
2,3,3,35,0.2,0.445557,1,3,-1.0,-1.0,1.6,9,3
2,3,3,36,0.8,0.643157,0,7,1.0,-1.0,0.2,9,9
2,3,3,37,-0.8,0.559156,1,4,1.0,1.0,0.8,9,9
2,3,3,38,-0.8,0.38215,1,9,1.0,1.0,-0.8,9,9
2,3,3,39,-0.8,0.400547,1,1,1.0,1.0,-0.8,9,9
2,3,3,40,0.2,0.586411,0,7,1.0,1.0,-0.8,3,9
2,3,3,41,0.2,0.454323,1,4,-1.0,1.0,0.2,9,3
2,3,3,42,-0.2,0.392971,1,2,1.0,-1.0,0.2,9,9
2,3,3,43,0.8,0.807915,0,8,1.0,1.0,-0.2,4,9
2,3,3,44,-0.2,0.412018,1,2,1.0,1.0,0.8,9,4
2,3,3,45,0.8,0.461688,1,5,-1.0,1.0,-0.2,4,9
2,3,3,46,1.6,0.757132,0,3,1.0,-1.0,0.8,6,4
2,3,3,47,0.8,0.471078,1,3,-1.0,1.0,1.6,9,6
2,3,3,48,-1.6,0.324566,1,6,1.0,-1.0,0.8,9,9
2,3,3,49,1.6,0.622677,1,5,-1.0,1.0,-1.6,9,9
2,3,3,50,0.8,0.493585,1,5,-1.0,-1.0,1.6,9,9
2,3,3,51,0.8,0.444917,1,5,-1.0,-1.0,0.8,9,9
2,3,3,52,-1.6,0.458412,1,4,1.0,-1.0,0.8,9,9
2,3,3,53,1.6,0.41572,1,4,-1.0,1.0,-1.6,9,9
2,3,3,54,-0.2,0.513419,1,6,1.0,-1.0,1.6,9,9
2,3,3,55,-0.2,0.634131,1,8,1.0,1.0,-0.2,9,9
2,3,3,56,0.2,0.591649,1,7,-1.0,1.0,-0.2,9,9
2,3,3,57,0.2,0.621029,1,7,-1.0,-1.0,0.2,8,9
2,3,3,58,1.6,0.51342,1,5,-1.0,-1.0,0.2,2,8
2,3,3,59,0.8,0.534046,1,1,-1.0,-1.0,1.6,9,2
2,3,3,60,0.2,0.453918,1,6,-1.0,-1.0,0.8,9,9
2,3,3,61,0.8,0.818243,0,8,1.0,-1.0,0.2,3,9
2,3,3,62,-0.2,0.441,1,4,1.0,1.0,0.8,9,3
2,3,3,63,-1.6,0.381191,1,7,1.0,1.0,-0.2,9,9
2,3,3,64,-0.2,0.351193,1,4,1.0,1.0,-1.6,9,9
2,3,3,65,-0.2,0.577098,1,6,1.0,1.0,-0.2,9,9
2,3,3,66,-0.2,0.443598,1,6,1.0,1.0,-0.2,9,9
2,3,3,67,0.2,0.616232,1,8,-1.0,1.0,-0.2,9,9
2,3,3,68,0.8,0.533607,1,8,-1.0,-1.0,0.2,9,9
2,3,3,69,-0.2,0.622444,1,2,1.0,-1.0,0.8,9,9
2,3,3,71,-0.2,0.380627,1,2,1.0,0.0,100.0,9,9
2,3,3,72,0.8,0.411475,1,6,-1.0,1.0,-0.2,9,9
2,3,3,73,1.6,0.335644,1,9,-1.0,-1.0,0.8,1,9
2,3,3,74,0.2,0.526455,1,6,-1.0,-1.0,1.6,9,1
2,3,3,75,1.6,0.535251,0,7,1.0,-1.0,0.2,9,9
2,3,3,76,-1.6,0.409444,1,9,1.0,1.0,1.6,9,9
2,3,3,77,0.2,0.691465,1,4,-1.0,1.0,-1.6,2,9
2,3,3,78,-1.6,0.436908,1,2,1.0,-1.0,0.2,9,2
2,3,3,79,-0.8,0.347,1,1,1.0,1.0,-1.6,9,9
2,3,3,80,-0.2,0.37444,1,5,1.0,1.0,-0.8,9,9
2,3,3,81,-0.8,0.365869,1,7,1.0,1.0,-0.2,9,9
2,3,3,82,0.2,0.406542,1,6,-1.0,1.0,-0.8,9,9
2,3,3,83,-0.2,0.432883,1,5,1.0,-1.0,0.2,9,9
2,3,3,84,0.8,0.584318,0,5,1.0,1.0,-0.2,9,9
2,3,3,85,0.2,0.306999,1,9,-1.0,1.0,0.8,1,9
2,3,3,86,-0.8,0.397256,1,2,1.0,-1.0,0.2,9,1
2,3,3,87,-1.6,0.336788,1,8,1.0,1.0,-0.8,9,9
2,3,3,88,-1.6,0.315527,1,6,1.0,1.0,-1.6,9,9
2,3,3,89,-0.8,0.36146,1,3,1.0,1.0,-1.6,9,9
2,3,3,90,0.2,0.486433,1,1,-1.0,1.0,-0.8,9,9
2,3,3,91,0.2,0.454542,1,4,-1.0,-1.0,0.2,9,9
2,3,3,92,-0.8,0.419821,1,7,1.0,-1.0,0.2,9,9
2,3,3,93,-0.8,0.392852,1,5,1.0,1.0,-0.8,9,9
2,3,3,94,-0.2,0.583594,0,9,-1.0,1.0,-0.8,7,9
2,3,3,95,-1.6,0.49425,1,4,1.0,-1.0,-0.2,9,7
2,3,3,96,-0.2,0.399135,1,5,1.0,1.0,-1.6,9,9
2,3,3,97,-0.2,0.326648,1,4,1.0,1.0,-0.2,9,9
2,3,3,98,0.8,0.613392,0,6,1.0,1.0,-0.2,9,9
2,3,3,99,-0.8,0.390948,1,8,1.0,1.0,0.8,9,9
2,3,3,100,0.8,0.524922,0,5,1.0,1.0,-0.8,9,9
2,3,3,101,-0.8,0.445645,1,5,1.0,1.0,0.8,9,9
2,3,3,102,-1.6,0.444379,1,2,1.0,1.0,-0.8,9,9
2,3,3,103,1.6,0.562626,0,4,1.0,1.0,-1.6,9,9
2,3,3,104,0.2,0.551313,1,5,-1.0,1.0,1.6,9,9
2,3,3,105,-0.2,0.405447,1,9,1.0,-1.0,0.2,9,9
2,3,3,106,-1.6,0.373648,1,1,1.0,1.0,-0.2,9,9
2,3,3,107,0.2,0.300973,1,3,-1.0,1.0,-1.6,9,9
2,3,3,108,-1.6,0.308979,1,5,1.0,-1.0,0.2,9,9
2,3,3,109,-0.8,0.576606,1,5,1.0,1.0,-1.6,9,9
2,3,3,110,-0.8,0.45859,1,6,1.0,1.0,-0.8,9,9
3,2,1,1,0.2,0.756637,1,4,-1.0,0.0,-100.0,2,-100
3,2,1,2,0.8,0.362882,0,3,1.0,-1.0,0.2,7,2
3,2,1,3,0.2,0.502846,1,1,-1.0,1.0,0.8,6,7
3,2,1,4,-0.2,0.544286,1,7,1.0,-1.0,0.2,6,6
3,2,1,5,0.2,0.654961,1,8,-1.0,1.0,-0.2,5,6
3,2,1,6,-0.8,0.406596,1,8,1.0,-1.0,0.2,8,5
3,2,1,7,0.2,0.595518,0,1,1.0,1.0,-0.8,3,8
3,2,1,8,-0.2,0.373347,1,7,1.0,1.0,0.2,9,3
3,2,1,9,-1.6,0.431447,1,5,1.0,1.0,-0.2,9,9
3,2,1,10,-0.2,0.63915,1,6,1.0,1.0,-1.6,3,9
3,2,1,11,-0.2,0.34789,1,3,1.0,1.0,-0.2,8,3
3,2,1,12,-1.6,0.375947,1,1,1.0,1.0,-0.2,9,8
3,2,1,13,-0.8,0.417458,1,3,1.0,1.0,-1.6,9,9
3,2,1,14,0.8,0.386829,0,1,1.0,1.0,-0.8,9,9
3,2,1,15,0.2,0.590281,1,5,-1.0,1.0,0.8,3,9
3,2,1,16,0.8,0.507804,0,7,1.0,-1.0,0.2,9,3
3,2,1,17,-0.8,0.515941,0,4,-1.0,1.0,0.8,9,9
3,2,1,18,0.8,0.450667,0,1,1.0,-1.0,-0.8,9,9
3,2,1,19,-0.8,0.847374,1,4,1.0,1.0,0.8,9,9
3,2,1,20,1.6,0.536801,0,7,1.0,1.0,-0.8,9,9
3,2,1,21,-0.2,0.572316,0,7,-1.0,1.0,1.6,3,9
3,2,1,22,-0.8,0.381075,1,4,1.0,-1.0,-0.2,8,3
3,2,1,23,0.8,0.498601,0,4,1.0,1.0,-0.8,7,8
3,2,1,24,-0.2,0.568982,0,7,-1.0,1.0,0.8,1,7
3,2,1,25,-0.2,0.377699,0,7,-1.0,-1.0,-0.2,1,1
3,2,1,26,0.2,0.439603,1,1,-1.0,-1.0,-0.2,1,1
3,2,1,27,0.8,0.423869,0,9,1.0,-1.0,0.2,8,1
3,2,1,28,-0.2,0.766642,0,5,-1.0,1.0,0.8,1,8
3,2,1,29,-1.6,0.419161,1,1,1.0,-1.0,-0.2,7,1
3,2,1,30,-0.8,0.414888,1,2,1.0,1.0,-1.6,8,7
3,2,1,31,0.2,0.674993,1,4,-1.0,1.0,-0.8,1,8
3,2,1,32,1.6,0.441199,0,9,1.0,-1.0,0.2,9,1
3,2,1,34,1.6,0.370249,0,9,1.0,0.0,100.0,9,1
3,2,1,35,0.2,0.578838,1,7,-1.0,1.0,1.6,1,9
3,2,1,36,1.6,0.403628,0,3,1.0,-1.0,0.2,9,1
3,2,1,37,0.2,0.609977,0,6,1.0,1.0,1.6,2,9
3,2,1,38,-0.8,0.609895,1,9,1.0,1.0,0.2,6,2
3,2,1,39,-0.2,0.699501,1,4,1.0,1.0,-0.8,1,6
3,2,1,40,0.2,0.492076,1,1,-1.0,1.0,-0.2,1,1
3,2,1,41,0.8,0.548796,0,1,1.0,-1.0,0.2,7,1
3,2,1,42,0.2,0.416315,0,9,1.0,1.0,0.8,7,7
3,2,1,43,1.6,0.509133,0,9,1.0,1.0,0.2,9,7
3,2,1,44,-1.6,0.423212,1,4,1.0,1.0,1.6,9,9
3,2,1,45,-0.2,0.428052,1,7,1.0,1.0,-1.6,9,9
3,2,1,46,-0.2,0.413327,1,8,1.0,1.0,-0.2,8,9
3,2,1,47,-1.6,0.468181,1,1,1.0,1.0,-0.2,9,8
3,2,1,48,-0.8,0.666908,1,6,1.0,1.0,-1.6,8,9
3,2,1,49,-0.8,0.394488,1,4,1.0,1.0,-0.8,9,8
3,2,1,50,0.2,0.855975,1,8,-1.0,1.0,-0.8,6,9
3,2,1,51,-0.2,0.54934,1,7,1.0,-1.0,0.2,3,6
3,2,1,52,0.2,0.540952,0,1,1.0,1.0,-0.2,2,3
3,2,1,53,-0.2,0.578823,1,2,1.0,1.0,0.2,1,2
3,2,1,54,-0.8,0.397826,1,7,1.0,1.0,-0.2,1,1
3,2,1,55,0.2,0.405856,1,5,-1.0,1.0,-0.8,1,1
3,2,1,56,-1.6,0.404548,1,5,1.0,-1.0,0.2,8,1
3,2,1,57,0.2,0.672719,1,1,-1.0,1.0,-1.6,1,8
3,2,1,58,1.6,0.56153,0,9,1.0,-1.0,0.2,3,1
3,2,1,59,-0.2,0.539613,1,8,1.0,1.0,1.6,1,3
3,2,1,60,-0.2,0.522948,1,4,1.0,1.0,-0.2,2,1
3,2,1,61,1.6,0.48212,0,5,1.0,1.0,-0.2,9,2
3,2,1,62,-0.8,0.400573,1,1,1.0,1.0,1.6,4,9
3,2,1,63,0.8,0.442212,0,1,1.0,1.0,-0.8,3,4
3,2,1,64,-0.8,0.502305,1,8,1.0,1.0,0.8,3,3
3,2,1,65,0.8,0.46314,1,9,-1.0,1.0,-0.8,3,3
3,2,1,66,-0.8,0.406382,1,6,1.0,-1.0,0.8,2,3
3,2,1,67,0.8,0.663128,1,9,-1.0,1.0,-0.8,2,2
3,2,1,68,0.8,0.658555,1,7,-1.0,-1.0,0.8,2,2
3,2,1,69,-0.8,0.46142,1,1,1.0,-1.0,0.8,2,2
3,2,1,70,1.6,0.476423,0,2,1.0,1.0,-0.8,3,2
3,2,1,71,-0.8,0.43696,1,4,1.0,1.0,1.6,2,3
3,2,1,72,0.2,0.407023,1,4,-1.0,1.0,-0.8,2,2
3,2,1,73,0.8,0.495292,0,6,1.0,-1.0,0.2,2,2
3,2,1,74,-0.2,0.486522,1,5,1.0,1.0,0.8,7,2
3,2,1,75,1.6,0.426219,0,2,1.0,1.0,-0.2,7,7
3,2,1,76,-1.6,0.418769,1,8,1.0,1.0,1.6,7,7
3,2,1,77,-0.8,0.449796,1,9,1.0,1.0,-1.6,7,7
3,2,1,78,0.8,0.501794,0,8,1.0,1.0,-0.8,9,7
3,2,1,79,-1.6,0.399847,1,2,1.0,1.0,0.8,7,9
3,2,1,80,0.2,0.605919,0,5,1.0,1.0,-1.6,3,7
3,2,1,81,0.8,0.513278,1,9,-1.0,1.0,0.2,3,3
3,2,1,82,-1.6,0.41757,1,4,1.0,-1.0,0.8,8,3
3,2,1,83,-0.2,0.427603,1,9,1.0,1.0,-1.6,5,8
3,2,1,84,-0.2,0.581206,1,4,1.0,1.0,-0.2,3,5
3,2,1,85,0.2,0.724642,1,3,-1.0,1.0,-0.2,2,3
3,2,1,86,-0.2,0.418199,1,4,1.0,-1.0,0.2,6,2
3,2,1,87,0.8,0.477599,0,8,1.0,1.0,-0.2,7,6
3,2,1,88,-0.8,0.628795,1,6,1.0,1.0,0.8,4,7
3,2,1,89,0.8,0.477043,1,3,-1.0,1.0,-0.8,2,4
3,2,1,90,1.6,0.545958,0,9,1.0,-1.0,0.8,9,2
3,2,1,92,-1.6,0.550621,1,9,1.0,0.0,100.0,5,4
3,2,1,93,-0.2,0.427582,1,7,1.0,1.0,-1.6,5,5
3,2,1,94,-1.6,0.431012,1,6,1.0,1.0,-0.2,9,5
3,2,1,95,0.8,0.400407,0,2,1.0,1.0,-1.6,9,9
3,2,1,96,1.6,0.396516,0,5,1.0,1.0,0.8,9,9
3,2,1,97,0.2,0.509867,0,8,1.0,1.0,1.6,9,9
3,2,1,98,-0.8,0.557368,1,4,1.0,1.0,0.2,9,9
3,2,1,99,0.2,0.736711,1,8,-1.0,1.0,-0.8,9,9
3,2,1,100,1.6,0.370975,0,3,1.0,-1.0,0.2,9,9
3,2,1,101,0.8,0.462389,0,7,1.0,1.0,1.6,9,9
3,2,1,102,0.2,0.449178,1,3,-1.0,1.0,0.8,5,9
3,2,1,103,0.2,0.651803,1,8,-1.0,-1.0,0.2,3,5
3,2,1,104,0.8,0.392789,0,8,1.0,-1.0,0.2,9,3
3,2,1,105,-0.2,0.517444,1,1,1.0,1.0,0.8,9,9
3,2,1,106,-1.6,0.445635,1,7,1.0,1.0,-0.2,9,9
3,2,1,107,-0.8,0.469699,1,9,1.0,1.0,-1.6,9,9
3,2,1,108,-0.2,0.447796,1,3,1.0,1.0,-0.8,3,9
3,2,1,110,0.8,0.414044,0,5,1.0,0.0,100.0,8,9
3,3,1,2,-0.2,0.568785,1,5,1.0,0.0,100.0,7,1
3,3,1,3,-0.2,0.392129,1,9,1.0,1.0,-0.2,3,7
3,3,1,4,-0.2,0.399603,1,4,1.0,1.0,-0.2,3,3
3,3,1,5,-0.2,0.538562,1,2,1.0,1.0,-0.2,2,3
3,3,1,6,-1.6,0.525728,1,7,1.0,1.0,-0.2,2,2
3,3,1,7,-0.2,0.40453,1,8,1.0,1.0,-1.6,2,2
3,3,1,8,-1.6,0.557358,1,8,1.0,1.0,-0.2,8,2
3,3,1,9,-1.6,0.43805,1,3,1.0,1.0,-1.6,9,8
3,3,1,10,0.2,0.578368,1,6,-1.0,1.0,-1.6,3,9
3,3,1,11,0.2,0.409068,1,5,-1.0,-1.0,0.2,3,3
3,3,1,12,0.8,0.486536,0,2,1.0,-1.0,0.2,8,3
3,3,1,13,-0.8,0.52194,1,2,1.0,1.0,0.8,6,8
3,3,1,14,0.8,0.504273,0,6,1.0,1.0,-0.8,9,6
3,3,1,15,0.2,0.687187,0,8,1.0,1.0,0.8,6,9
3,3,1,16,-0.2,0.561621,0,1,-1.0,1.0,0.2,4,6
3,3,1,17,1.6,0.580472,0,5,1.0,-1.0,-0.2,9,4
3,3,1,18,0.8,0.73968,0,9,1.0,1.0,1.6,1,9
3,3,1,19,-0.2,0.541879,1,4,1.0,1.0,0.8,1,1
3,3,1,20,0.8,0.437579,0,3,1.0,1.0,-0.2,8,1
3,3,1,21,0.2,0.463588,0,2,1.0,1.0,0.8,8,8
3,3,1,22,1.6,0.447676,0,6,1.0,1.0,0.2,9,8
3,3,1,23,-1.6,0.510444,1,4,1.0,1.0,1.6,9,9
3,3,1,24,0.8,0.525265,0,1,1.0,1.0,-1.6,5,9
3,3,1,25,0.2,0.592011,1,5,-1.0,1.0,0.8,3,5
3,3,1,26,-1.6,0.464381,1,1,1.0,-1.0,0.2,9,3
3,3,1,27,1.6,0.437666,0,7,1.0,1.0,-1.6,9,9
3,3,1,28,0.8,0.490956,0,3,1.0,1.0,1.6,6,9
3,3,1,29,-1.6,0.490322,1,1,1.0,1.0,0.8,3,6
3,3,1,30,-0.8,0.42308,1,9,1.0,1.0,-1.6,9,3
3,3,1,31,-0.2,0.506459,0,9,-1.0,1.0,-0.8,1,9
3,3,1,32,0.2,0.547924,1,8,-1.0,-1.0,-0.2,1,1
3,3,1,33,1.6,0.528054,0,4,1.0,-1.0,0.2,7,1
